doi,is_relevant,journal,explanation,topic_words,authors,title,abstract
10.5194/gmd-19-6417-2026,True,Geoscientific Model Development,该论文研究的是城市CO2的传输模型，涉及人为和生物排放通量，与大气环境遥感技术中的空气质量监测和大气组成分析密切相关。,"['CO2 transport', 'urban air quality', 'atmospheric composition', 'carbon fluxes', 'PALM model']",Linfeng Li;Jie Zheng;Fangxin Fang,A high-resolution urban CO2 transport model with anthropogenic and biogenic fluxes,"Cities need better tools to understand where carbon dioxide comes from and how it moves through streets and green spaces. We developed a computer model that simulates carbon dioxide in cities at fine detail, including emissions from human activities and exchanges with vegetation. Tests in London and against independent observations showed that the model reproduces daily and seasonal patterns well. The results can help improve estimates of urban emissions and support climate action in cities. 
 We develop PALM-CO2, a high-resolution urban carbon dioxide transport model with anthropogenic and biogenic carbon emissions. The PALM-CO2 model is implemented within the open-source urban-flow large-eddy simulation (LES) model PALM. Anthropogenic CO2 emissions are prescribed using an external emission inventory, while biogenic CO2 fluxes are computed online using the Vegetation Photosynthesis and Respiration Model (VPRM). In addition, custom output modules are developed to diagnose carbon fluxes. PALM-CO2 is validated through a case study in London, comprising an 8 by 8 km2 domain covering the borough of Camden at a resolution of 10 m. Simulations are driven by reanalysis meteorological forcing and background CO2 concentrations, while the hourly anthropogenic emissions at 10 m resolution are explicitly derived in this study. Validation against eddy-covariance flux measurements within the study region confirms that the model captures the diurnal variation of turbulent transport and anthropogenic emissions. The biogenic flux module is evaluated independently using observed monthly diurnal profiles of biogenic CO2 fluxes from a deciduous forest site in the Czech Republic. The comparison shows that the model captures realistic seasonal and diurnal variations in ecosystem carbon exchange.  Analysis of the London simulations reveals strong spatial heterogeneity in near-surface CO2 concentrations arising from the interaction of building-induced turbulence, diurnal boundary-layer evolution, and emission patterns. PALM-CO2 provides a high-resolution framework for investigating CO2 transport processes in complex urban and vegetated environments, providing improved quantification of urban emission sources."
10.5194/gmd-19-6403-2026,True,Geoscientific Model Development,该论文研究了利用机器学习技术预测污染地区云凝结核（CCN）浓度及其辐射强迫，这与大气环境遥感技术密切相关，特别是在空气质量监测和大气成分分析方面。,"['cloud condensation nuclei (CCN)', 'machine learning', 'radiative forcing', 'WRF-Chem', 'air quality monitoring']",Jingye Ren;Songjian Zou;Honghao Xu;Guiquan Liu;Zhe Wang;Anran Zhang;Chuanfeng Zhao;Min Hu;Dongjie Shang;Lizi Tang;Ru-Jin Huang;Yele Sun;Fang Zhang,Machine learning significantly improves the simulation of hourly-to-yearly scale cloud nuclei concentration and radiative forcing in polluted atmosphere,"In this study, a new framework of cloud condensation nuclei (CCN) prediction in polluted region has been developed and it achieves well prediction of hourly-to-yearly scale across North China Plain. The study reveals the machine learning model can largely reduce the uncertainty in simulating cloud radiative forcing, illustrating the high sensitivity of climate forcing to changes in CCN. This improvement of our new model would be helpful to aerosols climate effect assessment in models. 
 The accurate prediction of cloud condensation nuclei (CCN) number concentration (NCCN) on a large spatiotemporal scale is challenging but critical to evaluate the aerosol cloud interaction effect. Combining multi-source dataset and the NCCN simulated by the Weather Research and Forecasting coupled with Chemistry (WRF-Chem) model, we have developed a Random Forest Regression method (RFRM) model which achieves well prediction of hourly-to-yearly scale NCCN at typical supersaturations in polluted North China Plain (NCP). We show that the prediction bias of NCCN compared to observations is reduced from −59 % with the WRF-Chem model to approximately −31 % with the RFRM model (the prediction precision is improved by 1.6 times accordingly) during the campaigns. The greatest improvement is seen in both very polluted and clean cases. The RFRM model captures well the spatial variation and better describes long-term trends of NCCN. More importantly, the prediction reveals a significant long-term decreasing trend of NCCN in NCP due to a rapid reduction in aerosol concentrations from 2014 to 2018, during which a series of strict emission reduction measures were implemented by the Chinese government. This reflects the climate benefit of pollution control. Our study further illustrates that the RFRM model reduces the uncertainty in simulating cloud radiative forcing from an overestimation of 1.89 ± 0.78 to 0.81 ± 0.63 W m−2, illustrating the high sensitivity of climate forcing to changes in NCCN. This work offers a new modeling framework that guides the way to simulate CCN in other regions around the world and has the potential to effectively filling the observation gap of CCN concentrations."
10.1029/2025GL118527,True,Geophysical Research Letters,该论文研究波浪上气流与水面性质（光滑和无表面活性剂覆盖）的关系，涉及气流、风浪、表面活性剂以及海-气相互作用，这些都与大气环境遥感技术中的空气动力学和边界层研究密切相关，因此与大气环境遥感技术密切相关。,"['airflow', 'wind waves', 'surfactants', 'air-sea interaction', 'atmospheric boundary layer']",K. Schultz;M. P. Buckley;M. Gade,The Impact of Surfactants on the Airflow Above Wind Waves,"We investigate phase‐dependent features of the airflow above wind waves on slick‐free and slick‐covered water surfaces and relate them to small‐scale wave structures. Three surfactants with different viscoelastic properties were deployed in a wind‐wave tank, with wind speeds between 5.0ms−1 $5.0\,\mathrm{m}{\mathrm{s}}^{-1}$ and 9.7ms−1 $9.7\,\mathrm{m}{\mathrm{s}}^{-1}$. In slick‐free conditions, the airflow exhibits pronounced phase‐locked asymmetries, including reduced wind speeds extending from the leeward side of wave crests across the troughs. Small‐scale roughness patterns, likely associated with capillary waves trailing the crests, modulate the airflow in subsequent wave phases. In contrast, surfactants suppress high‐frequency slope roughness, resulting in increased shear near the surface under nearly all conditions, suggesting a more closely attached boundary layer. Strength and persistence of these effects vary with surfactant type and wind speed, influencing both wave growth and air–sea momentum exchange."
10.1029/2026GL123500,True,Geophysical Research Letters,该论文研究大气和海洋对季节性大西洋热带气旋登陆概率的影响，涉及大气环境变化和气旋活动，与大气环境遥感技术中的热带气旋监测和大气组成分析相关。,"['tropical cyclone', 'ENSO', 'Atlantic Meridional Mode', 'landfall probability', 'atmospheric variability']",Christina M. Patricola‐DiRosario;John C. Muldoon;Philip J. Klotzbach,Atmospheric and Oceanic Influences on Seasonal Atlantic Tropical Cyclone Landfall Probability,"Modes of tropical atmosphere‐ocean variability, such as the El Niño–Southern Oscillation (ENSO) and Atlantic Meridional Mode (AMM), are useful predictors of seasonal Atlantic tropical cyclone (TC) frequency. However, the percentage of TCs that make landfall has varied widely year‐to‐year since 1980 (13%–75%) and is weakly correlated with the number of landfalling TCs. In this study, we investigated the relationship between the percentage of TCs that made landfall over the Americas and Caribbean Islands and ENSO and AMM using observations from 1980 to 2025. We found that while ENSO strongly influences landfall probability, the AMM does not. ENSO alters TC steering flow through a Rossby wave train response. Furthermore, ENSO's influence on TC environmental favorability and steering flow work in concert to increase the number of TCs and landfall probability during La Niña, and decrease them during El Niño, highlighting an additional utility of ENSO in seasonal Atlantic TC prediction."
10.1029/2026GL123905,True,Geophysical Research Letters,该论文使用卫星高度计和网格化水文产品来监测南极罗斯和威德尔海流的强度和面积变化，这属于大气环境遥感技术中的海洋观测和气候分析范畴。,"['satellite altimetry', 'hydrographic products', 'ocean circulation', 'climate variability']",Julia Neme;Matthis Auger;Cosme Mosneron Dupin;Adele K. Morrison;Paul Spence,Two Decades of Ross and Weddell Gyre Variability From Observations,"The Weddell and Ross Gyres influence climate‐relevant processes including poleward heat transport, nutrient upwelling and carbon sequestration. However, long‐term tracking of changes to their circulation is limited by the sparsity of observations characteristic of the region. Here we present observational estimates of gyre strength and area over 2003–2023 using satellite altimetry and gridded hydrographic products. We find that strength and area co‐vary across different timescales. The Weddell Gyre has an annual cycle with an amplitude of 20 Sv and a late‐autumn maximum dominating month‐to‐month changes. This gyre also displays a strengthening trend of 0.9 Sv per year until 2015. The Ross Gyre has an annual cycle peaking in late autumn with an amplitude of 10 Sv, but its variability is dominated by interannual changes (± $\pm $7 Sv). Analysis using an ocean‐sea ice model suggests our estimates likely capture >87% and >66% of the variability of the Weddell and Ross Gyres."
10.1029/2025GL119893,True,Geophysical Research Letters,该论文研究从海面高度（SSH）数据中诊断次 mesoscale 分流，这与大气环境遥感技术中的海洋观测和数据分析密切相关，因为 SSH 数据是卫星观测的重要手段，用于分析海洋动力学和上层海洋的垂直运动，这些信息对空气质量监测和大气成分分析有间接的应用价值。,"['sea surface height', 'submesoscale eddies', 'SSH', 'ocean topography', 'divergent motions']",Hector S. Torres,Diagnosing Submesoscale Divergence From Sea Surface Height,"The Surface Water and Ocean Topography satellite mission now delivers global sea surface height (SSH) observations at scales fine enough to resolve submesoscale eddies (<50 km). At these scales, the traditional geostrophic approximation, commonly used to infer surface currents from SSH, no longer holds. Here, we present a new dynamical framework that diagnoses ageostrophic currents and, in particular, divergent motions directly from SSH. The framework is trained and validated using a high‐resolution numerical simulation of a western boundary current system, where submesoscale eddies are the most energetic. This approach highlights the unique capability to reveal vertical motions in the upper ocean from SSH, allowing for diagnosing transport of heat, carbon, oxygen, and nutrients between the surface and the interior of the ocean."
10.1029/2025JD045810,True,Journal of Geophysical Research: Atmospheres,该论文研究了大气中挥发性有机化合物（VOC）化学对顶层净辐射预算的影响，涉及气溶胶形成和大气成分分析，与大气环境遥感技术密切相关。,"['VOC chemistry', 'aerosol formation', 'top-of-atmosphere net radiation']",Noah A. Stanton;Neil F. Tandon,Influence of Explicit Tropospheric VOC Chemistry on the Top‐Of‐Atmosphere Net Radiation Budget: Differences Between Two Preindustrial CESM2 Chemistry Configurations,"The representation of volatile organic compound (VOC) chemistry in earth system models directly impacts aerosol formation. Previous work shows explicitly representing VOC chemistry produces significant impacts on simulated climate compared to an implicit “SOAG scheme” that prescribes a bulk gas‐phase precursor to secondary organic aerosol (SOA) formation. Here, we examine the top‐of‐atmosphere net radiation difference (ΔRTOA ${\Delta }{\mathrm{R}}_{\text{TOA}}$) between two chemistry configurations in the Community Earth System Model version 2 under preindustrial conditions using fixed sea surface temperature (fSST) simulations. We performed 150‐year fSST simulations in two configurations: (a) WF, with explicit VOC chemistry in the troposphere, and (b) MF, with a SOAG scheme in the troposphere. The computed ΔRTOA=RTOA,WF−RTOA,MF ${\Delta }{\mathrm{R}}_{\text{TOA}}={\mathrm{R}}_{\text{TOA,WF}}-{\mathrm{R}}_{\text{TOA,MF}}$ due to explicit VOC chemistry is 0.45±0.036 $0.45\pm 0.036$ Wm−2 $\mathrm{W}\,{\mathrm{m}}^{-2}$. Additional analysis indicates that the shortwave component of ΔRTOA ${\Delta }{\mathrm{R}}_{\text{TOA}}$ is associated with changes in aerosol optical depth and clear‐sky shortwave radiation, largely driven by widespread reductions in SOA optical depth. Longwave differences contribute to ΔRTOA ${\Delta }{\mathrm{R}}_{\text{TOA}}$ (roughly 45%) and are discussed separately, but the attribution analysis focuses on the shortwave component. Earlier studies have also found widespread SOA changes in response to explicit VOC chemistry, with associated impacts on aerosol optical depth, but the mechanisms remain unclear. 250‐year simulations using fully coupled versions of WF and MF (called “WC” and “MC”) are also performed. WC produces a 0.40±0.012K $0.40\pm 0.012\,\text{K}$ higher baseline of global mean surface temperature (GMST), as expected given the positive ΔRTOA ${\Delta }{\mathrm{R}}_{\text{TOA}}$. This result contrasts with an earlier study which produced nearly unchanged GMST. We discuss this contrast and our greater confidence in these results."
10.1029/2026JD046349,True,Journal of Geophysical Research: Atmospheres,该论文研究的是上五大湖地区的降雪事件的天气学、微物理特性和雷达特征，涉及到了利用雷达进行降水估算（QPE）和大气条件分析，与大气环境遥感技术（如空气质量监测、卫星观测、大气成分分析、气溶胶反演）中的雷达观测和大气特性分析密切相关。,"['snowfall', 'radar', 'microphysical characteristics', 'atmospheric conditions', 'quantitative precipitation estimation']",Timothy J. Wagner;Jack Richter;Marian Mateling;Claire Pettersen;Mark Kulie,"The Synoptic, Microphysical, and Radar Characteristics of Upper Great Lakes Snow Events","The upper Great Lakes region is well‐known for significant snowfall during the winter months. The microphysical characteristics of the snow depend to a great degree on snow particle formation and growth processes that are linked to regime‐dependent environmental conditions. A self‐organizing map (SOM) was generated from over a decade of mean sea level pressure reanalyzes during winter months to classify the environment into lake‐effect, synoptically forced, or ambiguous regimes. These regimes were then evaluated with respect to snow microphysical and bulk accumulation observations at Marquette, Michigan, near the southern shore of Lake Superior, and linked to radar‐derived quantitative precipitation estimation (QPE) variability. Once event categories are defined by the SOM, it is possible to evaluate the microphysical characteristics of the different regime types. Synoptic snow forms over a deeper layer, has higher radar reflectivities, and features different particle size distributions when compared to lake‐effect snow events. The disparate microphysical characteristics mean that the different regimes exhibit distinct radar reflectivity to snow liquid water equivalent rate (Z‐to‐S) relationships. Existing Z‐to‐S relationships used for operational QPE do not adequately represent both synoptic and lake effect snow, as they tend to overestimate snow from lake effect events and underestimate synoptic snowfall at higher reflectivity values. It is recommended that operational radar users adjust their Z‐to‐S relationship to match the regime‐dependent forcing mechanisms."
10.1029/2025JD046090,True,Journal of Geophysical Research: Atmospheres,该论文研究了火山喷发中的背景气溶胶条件如何影响间接辐射强迫，涉及大气成分分析和气溶胶对云的影响，与大气环境遥感技术（如空气质量监测和大气成分分析）密切相关。,"['aerosol', 'radiative forcing', 'volcanic eruptions', 'cloud fraction', 'liquid water path']",Xin Wang;Yannian Zhu;Xin Lu;Fan Liu;Ling Jiang;Xi Chen;Hongwei Guo,How Background Aerosol Conditions Shape the Indirect Radiative Forcing of Volcanic Eruptions,"Aerosol‐cloud interactions contribute substantially to global climate forcing, yet their quantification is hindered by the diverse responses of clouds to aerosol perturbations. In this Southwest Pacific case study, we use volcanic plumes as opportunistic experiments to isolate aerosol effects from meteorological confounders, and show that although the Twomey effect dominates the aerosol indirect forcing (53%–57%, −0.60 to −0.63 W m−2), adjustments in cloud fraction (32%–35%, −0.36 to −0.40 W m−2) and liquid water path (11%–12%, −0.12 to −0.14 W m−2) remain substantial. Regime‐specific analysis indicates that cloud susceptibility is most pronounced in clean conditions (Nd < 55 cm−3). These results underscore that accurate assessment of aerosol forcing must comprehensively account for cloud adjustments modulated by background aerosol conditions, particularly across varying cloud regimes."
10.1029/2025JD046161,True,Journal of Geophysical Research: Atmospheres,该论文研究冰芯中黑碳和铵盐的记录，涉及大气环境中的污染物监测和分析，与大气环境遥感技术中的空气质量监测和大气成分分析密切相关。,"['black carbon', 'ammonium', 'ice core', 'atmospheric transport']",Drake McCrimmon;Nathan Chellman;Sophia Wensman;Andreas Plach;Joseph R. McConnell,"Local Variability of Ice Core Ammonium and Black Carbon Records From Tunu and Summit, Greenland: Implications for Long‐Term Biomass Burning Reconstructions","Paleoclimate reconstructions of wildfire using ice cores often rely on high‐resolution aerosol records of refractory black carbon (rBC) or ammonium (NH4+). The interpretation of such records, however, can be hindered by uncertainties related to long‐range atmospheric transport, spatial distribution and strength of emissions, as well as glaciochemical noise introduced to the record during and after deposition. Here, we use arrays of parallel ice cores collected from two sites in Greenland, each with differing characteristics including accumulation rate, elevation, and meteorology, to assess the spatial variability and site representativeness of their rBC and NH4+ records. The higher accumulation site, Summit, was found to preserve a more coherent signal of both aerosols across multiple ice core records and was more representative of the total site signal than the lower accumulation site, Tunu. Representativeness analyses indicate that a single core at Summit is as representative of the theoretical total site signal as a combined three core composite record from Tunu for rBC and NH4+ at annual resolution. This work suggests that high temporal resolution records of these aerosols using a single core from either site have considerable uncertainties, highlighting the need for careful consideration of the effects of site conditions on aerosol representativeness for wildfire reconstruction."
10.1029/2025JD045932,True,Journal of Geophysical Research: Atmospheres,该论文研究厄尔尼诺现象的不同类型及其与南方涛动（SAM）的相互作用如何影响罗斯冰架（RIS）的表面融化，使用了卫星观测数据、大气环流模式等，这与大气环境遥感技术（如卫星观测、大气成分分析）密切相关。,"['satellite-based melt observations', 'atmospheric circulation patterns', 'surface melt events']",Sanjiban Dutta;Pranab Deb;Ruth Mottram;Nicolaj Hansen,Distinct El Niño Flavors and SAM Variability Modulate Surface Melt Over the Ross Ice Shelf,"Our study investigates how different flavors of El Niño, centered on the Eastern Pacific (EP) and Central Pacific (CP), and their interaction with the Southern Annular Mode (SAM) modulate surface melt events over the Ross Ice Shelf (RIS). Using satellite‐based melt observations, ERA5 reanalysis, high‐resolution regional model simulations, and CMIP6 model outputs, we assess atmospheric circulation patterns during nine El Niño events from 1979 to 2022. Results indicate that EP El Niño events, particularly when accompanied by a negative SAM phase, are more likely to be associated with pronounced mid‐tropospheric high‐pressure anomalies and warm northerly winds, which enhance longwave cloud forcing and increase the potential for widespread melt. In contrast, CP events generate weaker teleconnections with less melt. The 1997 and 1986 EP events, despite their intensity, did not produce substantial melt primarily due to the unfavorable positive SAM which weakened the effects of EP El Niño teleconnection. Model simulations confirm that EP events under pre‐industrial conditions reproduce PSA‐like wave trains conducive to RIS warming, while CP events show weaker response in the RIS region. This study highlights that the interplay between El Niño flavor and SAM critically influences surface melt across RIS, underscoring the need to improve understanding of these coupled modes to better constrain the projections of surface melt and ice shelf stability."
10.1029/2025EF007530,True,Earth's Future,该研究涉及使用高分辨率气候强迫数据对未来极端海平面变化进行评估，包括风暴潮和海洋波浪成分，这与大气环境遥感技术中的海平面监测和气候变化影响分析密切相关。,"['extreme sea levels', 'climate change', 'nonstationary extreme value analysis']",C. Sandi;T. Miyashita;T. Shimura;N. Mori,Assessment of Future Nonstationary Changes in Extreme Sea Levels Considering Climate Change for Southeast Asia Using High‐Resolution Climate Forcing,"This study investigates the projected nonstationary behavior of extreme total water levels (ETWL) and extreme coastal water levels (ECWL) along the Southeast Asian coastline under the high‐emission climate scenario. Using a high‐resolution seamless projection data set of storm surge and ocean waves forced by MRI‐AGCM3.2, combined with regional sea level anomaly, and tide data, we applied a nonstationary extreme value analysis (NEVA) framework to estimate future changes in magnitude, frequency, and component contributions. Four models of time‐dependent generalized extreme value were evaluated. Results indicate that approximately half of the study region exhibits significant nonstationary changes in extremes, with model choice influencing both trend direction and magnitude–particularly when scale parameter variation is included. Sea level rise (SLR) is the dominant contributor to future increases in ETWL and ECWL, with storm surge and wave components showing spatially heterogeneous changes driven by future shifts in tropical cyclones (TCs) frequency, intensity, and tracks. By the year 2100, present‐day 100‐year ETWL events in equatorial regions are projected to occur annually or more often, emphasizing the urgency for adaptation planning. These findings provide a comprehensive regional assessment of compound coastal hazards, offering insights to guide large‐scale risk management and coastal planning under climate change."
10.1038/d41586-026-02263-4,True,Nature,该论文与大气环境遥感技术密切相关，因为它讨论了在星际空间中发现的一种四碳“真正糖分子”，这属于大气成分分析的研究范畴。,"['interstellar space', 'sugar molecules', 'atmospheric composition']",Benjamin Thompson;Nick Petrić Howe,Briefing Chat: Sweet! Elusive sugar molecules found in space,"Nature staff discuss the discovery of a four carbon ‘true sugar’ in interstellar space — plus, a formula inscribed on a wall reveals a Maya mathematician’s name. 
 Nature staff discuss the discovery of a four carbon ‘true sugar’ in interstellar space — plus, a formula inscribed on a wall reveals a Maya mathematician’s name.  Hear the biggest stories from the world of science | 17 July 2026"
10.1038/d41586-026-02200-5,True,Nature,该论文与大气环境遥感技术密切相关，因为它涉及对系外行星（exoplanet）大气成分（如氦气）的分析，以及通过天文观测技术（astronomers）来探测和解读这些行星的大气特征。这些研究通常属于大气成分分析和遥感技术的范畴。,"['exoplanet', 'atmosphere', 'helium', 'habitable zone', 'astronomers']",Dhruv Shenai,Found: a rocky exoplanet with an atmosphere — could it host life?,"Astronomers have spotted helium escaping from LHS 1140b, an exoplanet orbiting in its star’s ‘habitable zone’. 
 Astronomers have spotted helium escaping from LHS 1140b, an exoplanet orbiting in its star’s ‘habitable zone’.  Astronomers have spotted helium escaping from LHS 1140b, an exoplanet orbiting in its star’s ‘habitable zone’."
10.1038/s41612-026-01482-w,True,npj Climate and Atmospheric Science,该论文研究温室效应下ENSO（厄尔尼诺-南方涛动）对北大西洋和欧洲气候的影响，涉及气候模式和预测能力，与大气环境遥感技术中的气候监测和预测能力相关。,"['ENSO', 'North Atlantic Oscillation', 'greenhouse warming', 'predictability', 'CMIP6 models']",David Santuy;Irene Polo;Belén Rodríguez-Fonseca,Enhanced ENSO-driven potential predictability over the Euro-Atlantic under greenhouse warming,"Enhanced ENSO-driven potential predictability over the Euro-Atlantic under greenhouse warming 
 El Niño–Southern Oscillation (ENSO) mainly influences the North Atlantic and European (NAE) climate through its teleconnection with the North Atlantic Oscillation. A strengthening of this teleconnection has been found under greenhouse warming, but its evolution across the seasonal cycle, its interplay with other tropical ocean basins, and its impacts on NAE predictability in future scenarios remain unclear. Using CMIP6 models, we show that this teleconnection intensifies and expands eastward under greenhouse warming scenarios, being robust in late winter and spring, systematically increasing potential predictability. In late winter, jet stream changes expand the predictable regions, while amplified ENSO amplitude and equatorial rainfall increase the magnitude of skill. Conversely, spring potential predictability is associated with changes in ENSO variability combined with a plausible enhancement of Tropical North Atlantic influence. These results provide multimodel evidence that greenhouse warming enhances ENSO-driven NAE potential predictability, with implications for climate adaptation in the region."
10.1038/s41612-026-01485-7,True,npj Climate and Atmospheric Science,该论文研究了气溶胶反弹现象及其对辐射反馈的影响，涉及了空气质量和大气成分分析，与大气环境遥感技术密切相关，特别是气溶胶反演和空气质量监测。,"['radiative feedbacks', 'aerosol rebound', 'deep learning', 'AOD prediction', 'air quality management']",Gan Li;Ming Zhang;Lunche Wang;Wenmin Qin,Quantifying radiative feedbacks on aerosol rebound: a causally informed deep learning framework,"Quantifying radiative feedbacks on aerosol rebound: a causally informed deep learning framework 
 Stringent emission controls inadvertently trigger an “aerosol-unmasking” response, where altered surface energy balances accelerate secondary aerosol formation, generating a nonlinear climate penalty (aerosol rebound). Traditional physical models struggle to resolve this across highly heterogeneous environments. To address this issue, we propose a physics-informed, causally weighted ensemble deep learning framework as a generalized modeling paradigm. By coupling PCMCI-based causal discovery with explicit dynamical features, the model incorporates neighboring spatial information and atmospheric-process signals, thereby improving AOD prediction under regionally heterogeneous atmospheric conditions. To unravel the underlying mechanisms and quantify radiation-driven aerosol rebound, we design a counterfactual inference pipeline. Global application reveals strong spatial selectivity in radiatively driven thermodynamic restructuring, with AOD rebounds mainly concentrated in Central Africa and Southeast Asia. We then extend the analysis to China by constructing a 2030 counterfactual scenario to evaluate deep-mitigation trajectories. The results indicate that seasonal precursor accumulation may modulate the climate penalty, with wintertime buildup and high spring radiative sensitivity associated with the strongest nonlinear rebounds, whereas summer rebounds are weaker under precursor-depleted conditions. These findings suggest that air quality management should shift from uniform mass-reduction strategies toward seasonally dynamic regulation during high-risk periods."
10.1038/s41612-026-01474-w,True,npj Climate and Atmospheric Science,该论文研究了在变暖气候下5月龙卷风爆发模式的变化，涉及大气模式与中尺度动力学的相互作用，以及未来风险的评估。这与大气环境遥感技术中的空气质量监测、卫星观测和大气成分分析等密切相关，因为这些都是通过遥感技术来监测和分析大气现象的重要手段。,"['tornado outbreak', 'climate model', 'atmospheric patterns', 'severe convective hazards']",Paulina Ćwik;Renee A. McPherson;Funing Li;Jason C. Furtado;Harold E. Brooks;Hugo K. Lee,Projecting May tornado outbreak patterns in a warming climate,"Projecting May tornado outbreak patterns in a warming climate 
 Tornado outbreaks, involving multiple destructive tornadoes in close succession, result from interactions between large-scale atmospheric patterns and mesoscale dynamics. With a warming climate altering atmospheric behavior, the frequency and distribution of outbreak-favorable patterns may change, influencing future risks. Building on our recently introduced methodology for identifying tornado outbreak-favorable atmospheric patterns in a global climate model, we apply the method to future projections (2065–2099) across four Shared Socioeconomic Pathways using the MPI-ESM1-2-HR model. Focusing on May tornado outbreaks in the United States, we find that outbreak-supportive patterns exhibit scenario-dependent variability in frequency and a tendency toward northward and eastward expansion, beyond their historical geographic focus in the Great Plains and southeastern United States. This application demonstrates how a dual-variable, threshold-based method can be applied to global climate model projections to investigate event-specific extremes, offering a pathway for assessing risks of severe convective hazards under a warming climate."
10.1038/s43247-026-03806-3,True,Communications Earth & Environment,该论文研究厄尔尼诺-南方涛动对全球水储量不对称的影响，涉及全球水储量变化和机器学习重建，与大气环境遥感技术中的水汽和降水监测相关，属于大气环境遥感技术的研究范畴。,"['El Niño–Southern Oscillation', 'terrestrial water storage', 'machine learning reconstruction']",Irene Palazzoli;Pierre Gentine,The hydrological asymmetric signature of El Niño–Southern Oscillation on global water storage,"La Niña generally exerts a stronger influence than El Niño on terrestrial water storage, producing widespread wet anomalies that exceed El Niño–related dry conditions, based on a machine learning reconstruction of global terrestrial water storage anomalies (1984–2023). 
 The El Niño–Southern Oscillation (ENSO) influences hydroclimatic variability worldwide, yet its asymmetric impacts on terrestrial water storage remain poorly quantified. Here, we show global wetting and drying patterns generated by ENSO from a machine-learning reconstruction of water storage anomalies (1984–2023). We identify 81 El Niño–related and 85 La Niña–related clusters covering 105.92 million km² and extending beyond tropical teleconnection zones. La Niña affects 20% more land area than El Niño, and drying occurs across nearly half of all ENSO-affected regions. Areas influenced by both phases often exhibit opposite responses, and La Niña generally dominates the combined signal, generating intense wetting that overcompensates El Niño–driven deficits. This asymmetry is associated with differences in land-surface storage and response times. Wet-prone regions retain hydrological anomalies after precipitation ceases, whereas dry-prone regions respond rapidly and amplify drying. Overall, ENSO–induced water storage variability is strongly asymmetric, with wetting and drying responses that do not compensate locally, reflecting heterogeneous freshwater responses shaped by atmospheric forcing and land-surface memory. La Niña generally exerts a stronger influence than El Niño on terrestrial water storage, producing widespread wet anomalies that exceed El Niño–related dry conditions, based on a machine learning reconstruction of global terrestrial water storage anomalies (1984–2023)."
10.1038/s43247-026-03809-0,True,Communications Earth & Environment,该论文研究了未来气候变暖对海洋溶解有机碳库的影响，涉及地球系统模型和生物地球化学过程，与大气环境遥感技术（如海洋成分分析）有一定关联，但主要关注点在海洋而非大气。,"['dissolved organic carbon', 'ocean warming', 'Earth system model', 'biogeochemistry']",Jerry F. Tjiputra;Xosé A. Álvarez-Salgado;Richard Sanders;Damien Couespel,Projected future warming induces a long-term loss in global dissolved organic carbon pool,"High ocean warming scenarios result in substantial decreases across all pools of dissolved organic carbon, affecting ocean interior nutrients and oxygen, according to future projection using an Earth system model. 
 Dissolved organic carbon is the largest reservoir of reduced carbon in the ocean but its sensitivity to climate change and consequent impacts on ocean biogeochemistry remain poorly understood. Here, we implement four dissolved organic carbon pools with the empirically-derived varying reactivities and lifetimes in an Earth system model to investigate their global distribution, impacts, and responses to climate change. The refractory pool, which has a lifetime of several thousand years, improves the model representations of low oxygen, high nutrient conditions in aged water masses. Under a high warming scenario, substantial decreases are projected across all dissolved organic carbon pools. This leads to a net conversion of organic to remineralised nutrients, which could have an effect on future changes in primary production. Under both weak and strong future warming, the model projects a long-term loss in the global dissolved organic carbon pool that is irreversible over centennial time scale, highlighting the need to sustain observations and improve model representations. High ocean warming scenarios result in substantial decreases across all pools of dissolved organic carbon, affecting ocean interior nutrients and oxygen, according to future projection using an Earth system model."
10.1038/s43247-026-03773-9,True,Communications Earth & Environment,该论文研究了青藏高原海拔依赖性增温现象，使用了站点数据和冰芯记录来重建温度数据，这与大气环境遥感技术中的卫星观测和大气成分分析密切相关，特别是对高海拔地区气候变化的监测和研究。,"['elevation-dependent warming', 'Tibetan Plateau', 'ice core records']",Xiaoqian Liu;Renhui Huang;Wangbin Zhang;Shuangye Wu;Hongxi Pang;Shugui Hou,Elevation-dependent warming at high altitudes in the westerlies-dominated Tibetan Plateau,"“Annual mean temperatures in the Tibetan Plateau showed elevation-dependent warming at altitudes between 2 and 7.5 km, with a peak between 2.5 and 3 km, as reconstructed from station data and 12 ice core records back to the 1950s.” 
 Understanding elevation-dependent warming is essential for assessing risks to the cryosphere and water resources in mountainous regions. However, warming patterns above 5 km a.s.l. on the Tibetan Plateau are poorly understood due to data scarcity. Here, we integrate station observations with 12 ice core δ18O records to reconstruct annual and summer temperature records for the westerlies-dominated Tibetan Plateau since the 1950s, and systematically evaluate the three-dimensional structure and seasonal differences of elevation-dependent warming. Our results reveal a clear pattern of elevation-dependent warming in annual mean temperature between 2 and 7.5 km, primarily driven by snow albedo and cloud feedbacks. In contrast, summer temperatures show no elevation-dependent warming due to the competing effects of multiple feedback processes. Furthermore, we identified a warming peak between 2.5 and 3 km driven by radiative forcing and sensible heat, and muted warming between 6 and 6.5 km due to cloud-radiation-glacier feedbacks. “Annual mean temperatures in the Tibetan Plateau showed elevation-dependent warming at altitudes between 2 and 7.5 km, with a peak between 2.5 and 3 km, as reconstructed from station data and 12 ice core records back to the 1950s.”"
